timestamp,protocol,src_ip,src_port,dst_ip,dst_port,length
2025-11-07 21:38:13,TCP,,443,,64770,177
2025-11-07 21:38:13,TCP,,64770,,443,66
2025-11-07 21:38:13,TCP,,64770,,443,216
2025-11-07 21:38:13,TCP,,443,,64770,66
2025-11-07 21:38:14,IPv6,,0,,0,112
2025-11-07 21:38:14,IPv6,,0,,0,112
2025-11-07 21:38:14,IPv6,,0,,0,112
2025-11-07 21:38:14,IPv6,,0,,0,280
2025-11-07 21:38:14,IPv6,,0,,0,280
2025-11-07 21:38:14,IPv6,,0,,0,235
2025-11-07 21:38:14,IPv6,,0,,0,74
2025-11-07 21:38:14,TCP,,49191,,443,78
2025-11-07 21:38:14,IPv6,,0,,0,86
2025-11-07 21:38:14,TCP,,443,,49191,74
2025-11-07 21:38:14,TCP,,49191,,443,66
2025-11-07 21:38:14,TCP,,49191,,443,1494
2025-11-07 21:38:14,TCP,,49191,,443,475
2025-11-07 21:38:14,TCP,,443,,49191,66
2025-11-07 21:38:14,TCP,,443,,49191,165
2025-11-07 21:38:14,TCP,,49191,,443,66
2025-11-07 21:38:14,TCP,,49191,,443,749
2025-11-07 21:38:14,TCP,,443,,49191,1514
2025-11-07 21:38:14,TCP,,443,,49191,1514
2025-11-07 21:38:14,TCP,,443,,49191,1514
2025-11-07 21:38:14,TCP,,443,,49191,1514
2025-11-07 21:38:14,TCP,,443,,49191,639
2025-11-07 21:38:14,TCP,,49191,,443,66
2025-11-07 21:38:14,TCP,,49191,,443,66
2025-11-07 21:38:14,TCP,,49191,,443,140
2025-11-07 21:38:14,TCP,,49191,,443,158
2025-11-07 21:38:14,TCP,,49191,,443,560
2025-11-07 21:38:14,TCP,,49191,,443,1494
2025-11-07 21:38:14,TCP,,49191,,443,1494
2025-11-07 21:38:14,TCP,,49191,,443,1384
2025-11-07 21:38:14,TCP,,443,,49191,169
2025-11-07 21:38:14,TCP,,443,,49191,128
2025-11-07 21:38:14,TCP,,443,,49191,66
2025-11-07 21:38:14,TCP,,443,,49191,97
2025-11-07 21:38:14,TCP,,49191,,443,66
2025-11-07 21:38:14,TCP,,49191,,443,66
2025-11-07 21:38:14,TCP,,49191,,443,97
2025-11-07 21:38:14,TCP,,443,,49191,347
2025-11-07 21:38:14,TCP,,443,,49191,66
2025-11-07 21:38:14,TCP,,443,,49191,66
2025-11-07 21:38:14,TCP,,49191,,443,66
2025-11-07 21:38:14,IPv6,,0,,0,74
2025-11-07 21:38:14,IPv6,,0,,0,86
2025-11-07 21:38:14,UDP,,5353,,5353,81
2025-11-07 21:38:14,IPv6,,0,,0,101
2025-11-07 21:38:14,IPv6,,0,,0,96
2025-11-07 21:38:14,IPv6,,0,,0,96
2025-11-07 21:38:14,IPv6,,0,,0,96
2025-11-07 21:38:14,IPv6,,0,,0,239
2025-11-07 21:38:14,IPv6,,0,,0,198
2025-11-07 21:38:14,IPv6,,0,,0,222
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,1262
2025-11-07 21:38:14,IPv6,,0,,0,1262
2025-11-07 21:38:14,IPv6,,0,,0,1262
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,993
2025-11-07 21:38:14,IPv6,,0,,0,258
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,1292
2025-11-07 21:38:14,IPv6,,0,,0,465
2025-11-07 21:38:14,IPv6,,0,,0,438
2025-11-07 21:38:15,IPv6,,0,,0,231
2025-11-07 21:38:15,IPv6,,0,,0,547
2025-11-07 21:38:15,IPv6,,0,,0,86
2025-11-07 21:38:15,IPv6,,0,,0,86
2025-11-07 21:38:15,IPv6,,0,,0,111
2025-11-07 21:38:15,IPv6,,0,,0,85
2025-11-07 21:38:15,IPv6,,0,,0,85
2025-11-07 21:38:15,IPv6,,0,,0,85
2025-11-07 21:38:15,IPv6,,0,,0,1262
2025-11-07 21:38:15,IPv6,,0,,0,1262
2025-11-07 21:38:15,IPv6,,0,,0,372
2025-11-07 21:38:15,IPv6,,0,,0,591
2025-11-07 21:38:15,IPv6,,0,,0,105
2025-11-07 21:38:15,IPv6,,0,,0,109
2025-11-07 21:38:15,IPv6,,0,,0,105
2025-11-07 21:38:15,IPv6,,0,,0,105
2025-11-07 21:38:15,IPv6,,0,,0,90
2025-11-07 21:38:15,IPv6,,0,,0,106
2025-11-07 21:38:15,TCP,,65455,,8009,176
2025-11-07 21:38:15,TCP,,8009,,65455,176
2025-11-07 21:38:15,TCP,,65455,,8009,66
2025-11-07 21:38:15,IPv6,,0,,0,74
2025-11-07 21:38:15,IPv6,,0,,0,86
2025-11-07 21:38:15,IPv6,,0,,0,74
2025-11-07 21:38:15,IPv6,,0,,0,86
2025-11-07 21:38:16,TCP,,49191,,443,180
2025-11-07 21:38:16,TCP,,49191,,443,1494
2025-11-07 21:38:16,TCP,,49191,,443,1494
2025-11-07 21:38:16,TCP,,49191,,443,1384
2025-11-07 21:38:16,TCP,,443,,49191,66
2025-11-07 21:38:16,TCP,,443,,49191,66
2025-11-07 21:38:16,TCP,,443,,49191,164
2025-11-07 21:38:16,TCP,,49191,,443,66
2025-11-07 21:38:16,IPv6,,0,,0,99
2025-11-07 21:38:16,IPv6,,0,,0,99
2025-11-07 21:38:16,IPv6,,0,,0,99
2025-11-07 21:38:16,IPv6,,0,,0,139
2025-11-07 21:38:16,IPv6,,0,,0,151
2025-11-07 21:38:16,IPv6,,0,,0,173
2025-11-07 21:38:16,IPv6,,0,,0,1292
2025-11-07 21:38:16,IPv6,,0,,0,1292
2025-11-07 21:38:16,IPv6,,0,,0,144
2025-11-07 21:38:16,IPv6,,0,,0,102
2025-11-07 21:38:16,IPv6,,0,,0,1292
2025-11-07 21:38:16,IPv6,,0,,0,1292
2025-11-07 21:38:16,IPv6,,0,,0,357
2025-11-07 21:38:16,IPv6,,0,,0,997
2025-11-07 21:38:16,IPv6,,0,,0,102
2025-11-07 21:38:16,IPv6,,0,,0,140
2025-11-07 21:38:16,IPv6,,0,,0,93
2025-11-07 21:38:16,IPv6,,0,,0,1288
2025-11-07 21:38:16,IPv6,,0,,0,1292
2025-11-07 21:38:16,IPv6,,0,,0,477
2025-11-07 21:38:16,IPv6,,0,,0,188
2025-11-07 21:38:16,IPv6,,0,,0,91
2025-11-07 21:38:16,IPv6,,0,,0,87
2025-11-07 21:38:16,IPv6,,0,,0,87
2025-11-07 21:38:16,IPv6,,0,,0,93
2025-11-07 21:38:16,IPv6,,0,,0,74
2025-11-07 21:38:16,IPv6,,0,,0,723
2025-11-07 21:38:16,IPv6,,0,,0,341
2025-11-07 21:38:16,IPv6,,0,,0,97
2025-11-07 21:38:16,IPv6,,0,,0,86
2025-11-07 21:38:16,IPv6,,0,,0,86
2025-11-07 21:38:16,TCP,,64755,,443,130
2025-11-07 21:38:16,TCP,,64770,,443,129
2025-11-07 21:38:16,TCP,,443,,64755,66
2025-11-07 21:38:16,TCP,,443,,64770,66
2025-11-07 21:38:17,IPv6,,0,,0,74
2025-11-07 21:38:17,TCP,,443,,64755,127
2025-11-07 21:38:17,TCP,,443,,64770,126
2025-11-07 21:38:17,TCP,,64755,,443,66
2025-11-07 21:38:17,TCP,,64770,,443,66
2025-11-07 21:38:17,IPv6,,0,,0,86
2025-11-07 21:38:17,TCP,,49191,,443,66
2025-11-07 21:38:17,TCP,,443,,49191,66
2025-11-07 21:38:17,TCP,,49191,,443,66
2025-11-07 21:38:17,IPv6,,0,,0,74
2025-11-07 21:38:17,IPv6,,0,,0,86
2025-11-07 21:38:17,IPv6,,0,,0,74
2025-11-07 21:38:17,IPv6,,0,,0,86
2025-11-07 21:38:17,IPv6,,0,,0,97
2025-11-07 21:38:17,IPv6,,0,,0,97
2025-11-07 21:38:17,IPv6,,0,,0,97
2025-11-07 21:38:17,IPv6,,0,,0,190
2025-11-07 21:38:17,IPv6,,0,,0,190
2025-11-07 21:38:17,IPv6,,0,,0,113
2025-11-07 21:38:17,TCP,,49192,,443,78
2025-11-07 21:38:17,TCP,,49193,,443,78
2025-11-07 21:38:17,TCP,,443,,49193,74
2025-11-07 21:38:17,TCP,,443,,49192,74
2025-11-07 21:38:17,TCP,,49193,,443,66
2025-11-07 21:38:17,TCP,,49192,,443,66
2025-11-07 21:38:17,TCP,,49193,,443,1466
2025-11-07 21:38:17,TCP,,49193,,443,610
2025-11-07 21:38:17,TCP,,49192,,443,1466
2025-11-07 21:38:17,TCP,,49192,,443,610
2025-11-07 21:38:17,TCP,,443,,49193,66
2025-11-07 21:38:17,TCP,,443,,49193,66
2025-11-07 21:38:17,TCP,,443,,49192,66
2025-11-07 21:38:17,TCP,,443,,49192,66
2025-11-07 21:38:18,TCP,,443,,49193,1466
2025-11-07 21:38:18,TCP,,443,,49193,1466
2025-11-07 21:38:18,TCP,,443,,49193,312
2025-11-07 21:38:18,TCP,,443,,49192,1466
2025-11-07 21:38:18,TCP,,443,,49192,1466
2025-11-07 21:38:18,TCP,,443,,49192,312
2025-11-07 21:38:18,TCP,,49193,,443,66
2025-11-07 21:38:18,TCP,,49192,,443,66
2025-11-07 21:38:18,TCP,,49193,,443,159
2025-11-07 21:38:18,TCP,,49192,,443,159
2025-11-07 21:38:18,TCP,,443,,49193,66
2025-11-07 21:38:18,TCP,,443,,49192,66
2025-11-07 21:38:18,TCP,,49194,,443,78
2025-11-07 21:38:18,IPv6,,0,,0,74
2025-11-07 21:38:18,TCP,,443,,49193,253
2025-11-07 21:38:18,TCP,,443,,49192,253
2025-11-07 21:38:18,TCP,,443,,49194,74
2025-11-07 21:38:18,TCP,,49193,,443,66
2025-11-07 21:38:18,TCP,,49194,,443,66
2025-11-07 21:38:18,TCP,,49192,,443,66
2025-11-07 21:38:18,TCP,,49193,,443,701
2025-11-07 21:38:18,TCP,,49192,,443,701
2025-11-07 21:38:18,TCP,,49194,,443,1494
2025-11-07 21:38:18,TCP,,49194,,443,571
2025-11-07 21:38:18,TCP,,443,,49193,66
2025-11-07 21:38:18,TCP,,443,,49192,66
2025-11-07 21:38:18,IPv6,,0,,0,86
2025-11-07 21:38:18,TCP,,443,,49194,66
2025-11-07 21:38:18,TCP,,443,,49194,165
2025-11-07 21:38:18,TCP,,443,,49193,397
2025-11-07 21:38:18,TCP,,443,,49192,397
2025-11-07 21:38:18,TCP,,49194,,443,66
2025-11-07 21:38:18,TCP,,49193,,443,66
2025-11-07 21:38:18,TCP,,49192,,443,66
2025-11-07 21:38:18,TCP,,49194,,443,845
2025-11-07 21:38:18,TCP,,443,,49194,1514
2025-11-07 21:38:18,TCP,,443,,49194,1514
2025-11-07 21:38:18,TCP,,443,,49194,1514
2025-11-07 21:38:18,TCP,,443,,49194,1514
2025-11-07 21:38:18,TCP,,443,,49194,639
2025-11-07 21:38:18,TCP,,49194,,443,66
2025-11-07 21:38:18,TCP,,49194,,443,66
2025-11-07 21:38:18,TCP,,49194,,443,140
2025-11-07 21:38:18,TCP,,49194,,443,158
2025-11-07 21:38:18,TCP,,49194,,443,560
2025-11-07 21:38:18,TCP,,49194,,443,1494
2025-11-07 21:38:18,TCP,,49194,,443,1494
2025-11-07 21:38:18,TCP,,49194,,443,1494
2025-11-07 21:38:18,TCP,,49194,,443,1494
2025-11-07 21:38:18,TCP,,49194,,443,600
2025-11-07 21:38:18,TCP,,443,,49194,66
2025-11-07 21:38:18,TCP,,443,,49194,66
2025-11-07 21:38:18,TCP,,443,,49194,66
2025-11-07 21:38:18,TCP,,443,,49194,66
2025-11-07 21:38:18,TCP,,443,,49194,169
2025-11-07 21:38:18,TCP,,49194,,443,66
2025-11-07 21:38:18,TCP,,443,,49194,128
2025-11-07 21:38:18,TCP,,49194,,443,66
2025-11-07 21:38:18,TCP,,49194,,443,97
2025-11-07 21:38:18,TCP,,443,,49194,97
2025-11-07 21:38:18,TCP,,49194,,443,66
2025-11-07 21:38:18,TCP,,443,,49194,347
2025-11-07 21:38:18,TCP,,49194,,443,66
2025-11-07 21:38:18,IPv6,,0,,0,74
2025-11-07 21:38:18,IPv6,,0,,0,86
2025-11-07 21:38:19,IPv6,,0,,0,74
2025-11-07 21:38:19,IPv6,,0,,0,86
2025-11-07 21:38:19,TCP,,49193,,443,66
2025-11-07 21:38:19,TCP,,49192,,443,66
2025-11-07 21:38:19,TCP,,443,,49193,66
2025-11-07 21:38:19,TCP,,443,,49192,66
2025-11-07 21:38:19,TCP,,443,,49193,97
2025-11-07 21:38:19,TCP,,443,,49193,66
2025-11-07 21:38:19,TCP,,443,,49192,97
2025-11-07 21:38:19,TCP,,443,,49192,66
2025-11-07 21:38:19,TCP,,49193,,443,54
2025-11-07 21:38:19,TCP,,49193,,443,54
2025-11-07 21:38:19,TCP,,49192,,443,54
2025-11-07 21:38:19,TCP,,49192,,443,54
2025-11-07 21:38:19,IPv6,,0,,0,1286
2025-11-07 21:38:19,IPv6,,0,,0,135
2025-11-07 21:38:19,IPv6,,0,,0,89
2025-11-07 21:38:19,IPv6,,0,,0,130
2025-11-07 21:38:19,IPv6,,0,,0,83
2025-11-07 21:38:19,IPv6,,0,,0,97
2025-11-07 21:38:19,IPv6,,0,,0,74
2025-11-07 21:38:19,IPv6,,0,,0,94
2025-11-07 21:38:19,IPv6,,0,,0,86
2025-11-07 21:38:19,IPv6,,0,,0,86
2025-11-07 21:38:20,Other,,0,,0,60
2025-11-07 21:38:20,TCP,,65455,,8009,176
2025-11-07 21:38:20,TCP,,8009,,65455,176
2025-11-07 21:38:20,TCP,,65455,,8009,66
2025-11-07 21:38:20,IPv6,,0,,0,74
2025-11-07 21:38:20,IPv6,,0,,0,86
2025-11-07 21:38:20,TCP,,443,,64755,93
2025-11-07 21:38:20,TCP,,64755,,443,66
2025-11-07 21:38:20,TCP,,64755,,443,97
2025-11-07 21:38:20,IPv6,,0,,0,74
2025-11-07 21:38:21,TCP,,443,,64755,66
2025-11-07 21:38:21,IPv6,,0,,0,86
2025-11-07 21:38:21,TCP,,49194,,443,183
2025-11-07 21:38:21,TCP,,49194,,443,1494
2025-11-07 21:38:21,TCP,,49194,,443,1494
2025-11-07 21:38:21,TCP,,49194,,443,1384
2025-11-07 21:38:21,Other,,0,,0,60
2025-11-07 21:38:21,TCP,,443,,49194,66
2025-11-07 21:38:21,TCP,,443,,49194,66
2025-11-07 21:38:21,TCP,,443,,49194,164
2025-11-07 21:38:21,TCP,,49194,,443,66
2025-11-07 21:38:21,IPv6,,0,,0,74
2025-11-07 21:38:21,IPv6,,0,,0,86
2025-11-07 21:38:21,IPv6,,0,,0,131
2025-11-07 21:38:22,IPv6,,0,,0,91
2025-11-07 21:38:22,IPv6,,0,,0,88
2025-11-07 21:38:22,IPv6,,0,,0,74
2025-11-07 21:38:22,IPv6,,0,,0,86
2025-11-07 21:38:22,TCP,,49194,,443,66
2025-11-07 21:38:22,IPv6,,0,,0,251
2025-11-07 21:38:22,TCP,,443,,49194,66
2025-11-07 21:38:22,TCP,,49194,,443,66
2025-11-07 21:38:22,IPv6,,0,,0,1288
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,1292
2025-11-07 21:38:22,IPv6,,0,,0,365
2025-11-07 21:38:22,IPv6,,0,,0,84
2025-11-07 21:38:22,IPv6,,0,,0,97
2025-11-07 21:38:22,IPv6,,0,,0,93
2025-11-07 21:38:22,IPv6,,0,,0,93
2025-11-07 21:38:22,IPv6,,0,,0,93
2025-11-07 21:38:22,IPv6,,0,,0,93
2025-11-07 21:38:22,IPv6,,0,,0,93
2025-11-07 21:38:22,IPv6,,0,,0,94
2025-11-07 21:38:22,IPv6,,0,,0,86
2025-11-07 21:38:22,IPv6,,0,,0,84
2025-11-07 21:38:22,IPv6,,0,,0,95
2025-11-07 21:38:22,IPv6,,0,,0,74
2025-11-07 21:38:22,IPv6,,0,,0,86
2025-11-07 21:38:23,TCP,,49195,,443,78
2025-11-07 21:38:23,TCP,,443,,49195,74
2025-11-07 21:38:23,TCP,,49195,,443,66
2025-11-07 21:38:23,TCP,,49195,,443,1494
2025-11-07 21:38:23,TCP,,49195,,443,507
2025-11-07 21:38:23,IPv6,,0,,0,74
2025-11-07 21:38:23,TCP,,443,,49195,66
2025-11-07 21:38:23,TCP,,443,,49195,165
2025-11-07 21:38:23,TCP,,49195,,443,66
2025-11-07 21:38:23,TCP,,49195,,443,781
2025-11-07 21:38:23,IPv6,,0,,0,86
2025-11-07 21:38:23,TCP,,443,,49195,1514
2025-11-07 21:38:23,TCP,,443,,49195,1514
2025-11-07 21:38:23,TCP,,443,,49195,1514
2025-11-07 21:38:23,TCP,,443,,49195,1514
2025-11-07 21:38:23,TCP,,443,,49195,639
2025-11-07 21:38:23,TCP,,49195,,443,66
2025-11-07 21:38:23,TCP,,49195,,443,66
2025-11-07 21:38:23,TCP,,49195,,443,140
2025-11-07 21:38:23,TCP,,49195,,443,158
2025-11-07 21:38:23,TCP,,49195,,443,559
2025-11-07 21:38:23,TCP,,49195,,443,1494
2025-11-07 21:38:23,TCP,,49195,,443,1494
2025-11-07 21:38:23,TCP,,49195,,443,1384
2025-11-07 21:38:23,TCP,,443,,49195,66
2025-11-07 21:38:23,TCP,,443,,49195,66
2025-11-07 21:38:23,TCP,,443,,49195,169
2025-11-07 21:38:23,TCP,,443,,49195,128
2025-11-07 21:38:23,TCP,,49195,,443,66
2025-11-07 21:38:23,TCP,,49195,,443,97
2025-11-07 21:38:23,TCP,,443,,49195,378
2025-11-07 21:38:23,TCP,,443,,49195,66
2025-11-07 21:38:23,TCP,,49195,,443,66
2025-11-07 21:38:23,IPv6,,0,,0,74
2025-11-07 21:38:24,IPv6,,0,,0,74
2025-11-07 21:38:24,IPv6,,0,,0,110
2025-11-07 21:38:24,IPv6,,0,,0,86
2025-11-07 21:38:24,IPv6,,0,,0,114
2025-11-07 21:38:24,IPv6,,0,,0,114
2025-11-07 21:38:24,IPv6,,0,,0,110
2025-11-07 21:38:24,IPv6,,0,,0,98
2025-11-07 21:38:24,IPv6,,0,,0,114
2025-11-07 21:38:24,IPv6,,0,,0,86
2025-11-07 21:38:24,IPv6,,0,,0,98
2025-11-07 21:38:24,IPv6,,0,,0,98
2025-11-07 21:38:24,IPv6,,0,,0,86
2025-11-07 21:38:25,TCP,,49195,,443,179
2025-11-07 21:38:25,TCP,,49195,,443,1494
2025-11-07 21:38:25,TCP,,49195,,443,1494
2025-11-07 21:38:25,TCP,,49195,,443,1384
2025-11-07 21:38:25,TCP,,443,,49195,66
2025-11-07 21:38:25,TCP,,443,,49195,66
2025-11-07 21:38:25,TCP,,443,,49195,164
2025-11-07 21:38:25,TCP,,49195,,443,66
2025-11-07 21:38:25,TCP,,65455,,8009,176
2025-11-07 21:38:25,TCP,,8009,,65455,176
2025-11-07 21:38:25,TCP,,65455,,8009,66
2025-11-07 21:38:25,IPv6,,0,,0,74
2025-11-07 21:38:25,IPv6,,0,,0,86
2025-11-07 21:38:26,IPv6,,0,,0,103
2025-11-07 21:38:26,IPv6,,0,,0,97
2025-11-07 21:38:26,IPv6,,0,,0,107
2025-11-07 21:38:26,IPv6,,0,,0,86
2025-11-07 21:38:26,IPv6,,0,,0,74
2025-11-07 21:38:26,Other,,0,,0,46
2025-11-07 21:38:26,Other,,0,,0,46
2025-11-07 21:38:26,IPv6,,0,,0,86
2025-11-07 21:38:27,TCP,,49195,,443,184
2025-11-07 21:38:27,TCP,,49195,,443,1494
2025-11-07 21:38:27,TCP,,49195,,443,1494
2025-11-07 21:38:27,TCP,,49195,,443,1494
2025-11-07 21:38:27,TCP,,49195,,443,1494
2025-11-07 21:38:27,TCP,,49195,,443,600
2025-11-07 21:38:27,TCP,,443,,49195,66
2025-11-07 21:38:27,TCP,,443,,49195,66
2025-11-07 21:38:27,TCP,,443,,49195,164
2025-11-07 21:38:27,TCP,,49195,,443,66
2025-11-07 21:38:27,TCP,,49195,,443,66
2025-11-07 21:38:27,TCP,,443,,49195,66
2025-11-07 21:38:27,TCP,,49195,,443,66
2025-11-07 21:38:27,IPv6,,0,,0,74
2025-11-07 21:38:27,IPv6,,0,,0,86
2025-11-07 21:38:27,IPv6,,0,,0,74
2025-11-07 21:38:27,IPv6,,0,,0,86
2025-11-07 21:38:28,TCP,,443,,64755,177
2025-11-07 21:38:28,TCP,,64755,,443,66
2025-11-07 21:38:28,TCP,,64755,,443,216
2025-11-07 21:38:28,IPv6,,0,,0,74
2025-11-07 21:38:28,TCP,,443,,64755,66
2025-11-07 21:38:28,IPv6,,0,,0,86
2025-11-07 21:38:28,TCP,,443,,64770,177
2025-11-07 21:38:28,TCP,,64770,,443,66
2025-11-07 21:38:28,TCP,,64770,,443,216
2025-11-07 21:38:28,TCP,,443,,64770,66
2025-11-07 21:38:28,IPv6,,0,,0,129
2025-11-07 21:38:28,IPv6,,0,,0,1292
2025-11-07 21:38:28,IPv6,,0,,0,1292
2025-11-07 21:38:28,IPv6,,0,,0,943
2025-11-07 21:38:28,IPv6,,0,,0,971
2025-11-07 21:38:28,IPv6,,0,,0,86
2025-11-07 21:38:28,IPv6,,0,,0,85
2025-11-07 21:38:28,IPv6,,0,,0,85
2025-11-07 21:38:28,IPv6,,0,,0,126
2025-11-07 21:38:28,IPv6,,0,,0,86
2025-11-07 21:38:28,IPv6,,0,,0,461
2025-11-07 21:38:28,IPv6,,0,,0,106
2025-11-07 21:38:29,IPv6,,0,,0,74
2025-11-07 21:38:29,IPv6,,0,,0,86
2025-11-07 21:38:29,IPv6,,0,,0,86
2025-11-07 21:38:29,IPv6,,0,,0,78
2025-11-07 21:38:29,TCP,,443,,65105,366
2025-11-07 21:38:29,TCP,,65105,,443,66
2025-11-07 21:38:29,IPv6,,0,,0,110
2025-11-07 21:38:29,IPv6,,0,,0,86
2025-11-07 21:38:29,IPv6,,0,,0,86
2025-11-07 21:38:29,IPv6,,0,,0,86
2025-11-07 21:38:29,IPv6,,0,,0,86
2025-11-07 21:38:29,IPv6,,0,,0,86
2025-11-07 21:38:29,IPv6,,0,,0,1275
2025-11-07 21:38:29,IPv6,,0,,0,141
2025-11-07 21:38:29,IPv6,,0,,0,83
2025-11-07 21:38:29,IPv6,,0,,0,97
2025-11-07 21:38:29,IPv6,,0,,0,86
2025-11-07 21:38:30,TCP,,49196,,443,78
2025-11-07 21:38:30,IPv6,,0,,0,74
2025-11-07 21:38:30,TCP,,65455,,8009,176
2025-11-07 21:38:30,Other,,0,,0,60
2025-11-07 21:38:30,Other,,0,,0,42
2025-11-07 21:38:30,UDP,,1900,,1900,347
2025-11-07 21:38:30,UDP,,1900,,1900,356
2025-11-07 21:38:30,UDP,,1900,,1900,419
2025-11-07 21:38:30,UDP,,1900,,1900,411
2025-11-07 21:38:30,UDP,,1900,,1900,423
2025-11-07 21:38:30,UDP,,1900,,1900,356
2025-11-07 21:38:30,UDP,,1900,,1900,395
2025-11-07 21:38:30,UDP,,1900,,1900,427
2025-11-07 21:38:30,UDP,,1900,,1900,356
2025-11-07 21:38:30,UDP,,1900,,1900,415
2025-11-07 21:38:30,UDP,,1900,,1900,409
2025-11-07 21:38:30,TCP,,443,,49196,74
2025-11-07 21:38:30,TCP,,49196,,443,66
2025-11-07 21:38:30,TCP,,49196,,443,1494
2025-11-07 21:38:30,TCP,,49196,,443,571
2025-11-07 21:38:30,UDP,,54860,,137,92
2025-11-07 21:38:30,UDP,,39996,,5353,85
2025-11-07 21:38:30,TCP,,8009,,65455,176
2025-11-07 21:38:30,TCP,,65455,,8009,66
2025-11-07 21:38:30,UDP,,5353,,39996,126
2025-11-07 21:38:30,IPv6,,0,,0,86
2025-11-07 21:38:30,TCP,,443,,49196,66
2025-11-07 21:38:30,TCP,,443,,49196,165
2025-11-07 21:38:30,TCP,,49196,,443,66
2025-11-07 21:38:30,TCP,,49196,,443,845
2025-11-07 21:38:30,TCP,,443,,49196,1514
2025-11-07 21:38:30,TCP,,443,,49196,1514
2025-11-07 21:38:30,TCP,,443,,49196,1514
2025-11-07 21:38:30,TCP,,443,,49196,1514
2025-11-07 21:38:30,TCP,,443,,49196,639
2025-11-07 21:38:30,TCP,,49196,,443,66
2025-11-07 21:38:30,TCP,,49196,,443,66
2025-11-07 21:38:30,TCP,,49196,,443,140
2025-11-07 21:38:30,TCP,,49196,,443,158
2025-11-07 21:38:30,TCP,,49196,,443,560
